Q,A,label
선택할 때 힘든 건 당연해요.,기본,0
설렘은 언제고 사라집니다.,기본,2
설렘이 그리운가봐요.,기본,2
섬유탈취제 뿌려보세요.,기본,0
성격이 그럴 수도 있으니 이해해주세요.,기본,0
성격이 안 맞나 봐요.,기본,0
성공에서 가장 어려운 것이 성공한 상태를 유지하는 거예요.,기본,0
성향 차이가 좀 있기는 하죠.,기본,0
세상 걱정 혼자 다 해서 그래요.,기본,0
세상에 별별 사람들이 다 있죠.,기본,0
세상에는 별의별 사람들이 있어요.,기본,0
세상에는 예상하지 못한 일들이 자주 일어나는 것 같아요.,기본,0
세상은 넓고 사람은 많아요.,기본,0
세상은 누구에게나 불공평해요.,기본,0
세수하고 오세요.,기본,0
소가 되는 방법이죠.,기본,0
소독하고 약 바르세요.,기본,0
소문은 소문일 뿐이에요.,기본,0
소분해서 냉동실에 보관해보세요.,기본,0
소비 조절을 못하면 없애는 것도 방법이 될 거예요.,기본,0
소액결제를 줄여보세요.,기본,0
소화가 안 되나 봐요.,기본,0
소화제 드세요.,기본,0
소화제 챙겨드세요.,기본,0
속 쓰리겠어요.,기본,0
손맛이 안 들어가서 그럴 수도 있어요.,기본,0
송장 번호를 확인해보세요.,기본,0
쇼핑을 줄여보세요.,기본,0
수십 번 생각이 나도 잊어야해요.,기본,1
순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요.,기본,0
술이 웬수예요.,기본,0
쉽게 말해서 수없이 많은 블록들이 체인으로 엮여있는거예요.,기본,0
쉽게 준비하는 방법이 있는지 검색해서 준비해 보세요.,기본,0
쉽지 않은 결정이었나 봐요.,기본,1
스스로 단단해지세요.,기본,0
스스로 좋다고 못 느끼는 게 제일 어려운 것 같아요.,기본,0
스스로에게 정리할 시간을 주세요.,기본,1
스스로의 우선순위를 정해보세요.,기본,0
스트레스 받는 일이 많았나 봅니다.,기본,0
스트레스 받으시는 일 있으신거죠.,기본,0
스트레스가 더 큰 적이에요.,기본,0
스트레스를 받으시나 봐요.,기본,0
슬픈 미련을 버리세요.,기본,1
슬픈 예감은 틀린 적이 없죠.,기본,1
습관을 들여보세요.,기본,0
습관처럼은 되지 않길 바랄게요.,기본,1
시간 가는 줄 모르겠어요.,기본,0
시간 있냐고 물어보세요.,기본,0
시간 활용에 따라 다르겠죠.,기본,0
시간은 상대적으로 흘러갑니다.,기본,0
시간은 상대적이죠.,기본,0
시간을 정하고 해보세요.,기본,0
시간을 정해보세요.,기본,0
시간이 걸리려나 봐요.,기본,1
시간이 대신 노력해줄 거예요.,기본,1
시간이 더디게 흐르죠.,기본,1
시간이 약이 될 거예요.,기본,1
시간이 지워줄 거예요.,기본,1
시간이 참 빨리 흘러가네요.,기본,0
시간이 해결해줄 거예요.,기본,1
시간이 흐르고 편안해질 거예요.,기본,1
시간이 흐르면 무덤덤해질 거예요.,기본,1
시간적 여유가 생겨서 그런가봐요.,기본,1
시기가 다를 뿐이에요.,기본,0
쉬고 약 드세요,기본,0
시작할 때는 끝을 알지 못하죠.,기본,1
신경 쓸 일이 있나 봐요.,기본,0
신경쓰는 사람들 무시하세요.,기본,0
신경쓰는 일이 많았나 봅니다.,기본,0
신경쓰면 스트레스 받아요.,기본,0
신경쓰이나 봐요.,기본,0
신경을 다른 곳에 써보세요.,기본,1
신중하게 고르세요.,기본,0
신중하게 잘 해보세요.,기본,0
실감이 안나나 봐요.,기본,1
실수했나요.,기본,0
심호흡 해보세요.,기본,1
심호흡을 해보세요.,기본,0
싱숭생숭하겠어요.,기본,1
싱숭생숭한 하루였나요.,기본,1
싸우면서 크는 거죠.,기본,0
쓰면서 정리가 되기도 하죠.,기본,1
쓰지 않는 어플을 삭제해보세요.,기본,0
쓰지 않으면 모여요.,기본,0
쓸데 없는 걱정일 수도 있어요.,기본,0
아니길 바라요.,기본,0
아니었나요.,기본,1
아무 것도 아니라고 생각하면서 크게 심호흡 해보세요.,기본,0
아무 것도 안해도 괜찮아요.,기본,0
아무 생각 하지 말고 쉬세요.,기본,0
아무 생각 하지 말고 푹 주무세요.,기본,1
아무것도 바라지 않을 때 천하를 얻는다는 말이 있어요.,기본,0
아무래도 그렇겠죠.,기본,0
아무래도 덜 경쟁하겠죠.,기본,0
아무래도 사생활이 적으니까요.,기본,0
아무래도 좀 깨요.,기본,0
아무래도 책임이 뒤따르니까요.,기본,0
아빠에게 술을 적당히 드시라고 말씀드려보세요.,기본,0
아웃풋이 확실한지 생각해보세요.,기본,0
아이구,기본,1
아직 마음의 준비가 안 됐다고 말해보세요.,기본,2
아직 받아들여지지 않아서 그런가봐요.,기본,1
아직 시간이 필요한가봐요.,기본,1
아직 어린가봐요.,기본,0
아직 월급날이 멀었어요.,기본,0
아직이라면 더 살펴보세요.,기본,0
아침마다 하는 고민이죠.,기본,0
아파트가 살기가 좋아요.,기본,0
아프겠어요.,기본,0
아프지 말아요.,기본,1
아프지 않았으면 좋겠어요.,기본,1
아픈 만큼 행복해지세요.,기본,1
아픈 만큼 행복해지시길 바랄게요.,기본,1
아플땐 더 약해지나 봐요.,기본,1
아픔의 크기만큼 마음의 상처도 커서 그래요.,기본,1
아픔의 흔적.,기본,1
안 될 것도 없죠.,기본,0
안 본 웹툰이 있는지 먼저 물어보고싶네요.,기본,0
안 사면 그만큼 모으시는거예요.,기본,0
안 줘도 괜찮아요.,기본,0
안됐네요.,기본,0
안전 귀가 하세요.,기본,0
안전 운전 하세요.,기본,0
안정적인 걸 좋아하나 봐요.,기본,0
안타깝지만 잊어버리세요.,기본,0
알고 있을 거예요.,기본,0
앞머리로 가리세요.,기본,0
애매하긴 해요.,기본,1
애매하네요.,기본,1
약 먹고 쉬어야 해요.,기본,0
약 바르고 얼른 나으세요.,기본,0
약을 드셔보세요.,기본,0
약을 먹거나 병원에 가보세요.,기본,0
약을 발라 드릴게요.,기본,1
약이 없는 상처인가봐요.,기본,1
약이 필요하면 도움을 받아보세요.,기본,0
양을 세어 보세요.,기본,1
양을 세어 보아요.,기본,0
양치하고 오세요.,기본,0
양해를 구해보세요.,기본,0
어느덧 사라질 거예요.,기본,1
어느덧 주말이네요.,기본,1
어떤 사랑이야기도 그에 대한 제목은 지을 수 없는 것 같아요.,기본,1
어떤 일이냐에 따라 다를 거 같아요.,기본,0
어렵네요.,기본,1
어렵죠.,기본,1
어서 충전 하세요.,기본,0
어서 치과에 가보세요.,기본,0
어쨌든 일이니까요.,기본,0
어쩔 수 없는 일도 있을 거예요.,기본,1
어쩔 수 없죠.,기본,0
언제부터인지 모르게.,기본,1
언젠가 다 밝혀지기 마련이죠.,기본,0
언젠가 다 잊을 거예요.,기본,1
언젠간 괜찮아질 거라 믿어요.,기본,1
언젠간 올 순간이었을 거예요.,기본,1
언젠간 올 시기였을거예요.,기본,1
언젠간 할 거예요.,기본,1
얼떨떨할 거예요.,기본,1
얼른 청소하세요.,기본,0
얼른 충전하세요.,기본,0
엄마가 들으면 속상해 하시겠네요.,기본,0
엄마께 프라이버시를 지켜달라고 말해보세요.,기본,0
업무 능력이 없는 게 아니라 센스가 부족한 걸 수도 있어요.,기본,0
없는 것보다 나을 거예요.,기본,0
없다가 있어서 그런가봐요.,기본,0
에너지가 필요한 순간이네요.,기본,0
에휴.,기본,1
여우인가봐요.,기본,0
연락두절돼서 걱정되겠네요.,기본,0
연락은 기본 중의 기본이에요.,기본,0
연락을 기다리고 있나 봐요.,기본,1
연락이라도 드려보세요.,기본,0
연락해보세요.,기본,2
연락해봐요.,기본,2
연습이 필요해요.,기본,0
연습해보세요.,기본,0
연애에도 변화가 필요하죠.,기본,1
연애의 모습이 다양한 거예요.,기본,2
연예인 걱정이 제일 쓸데없어요.,기본,0
열까지밖에 없네요.,기본,0
염색을 자주 하면 모발이 상해요.,기본,0
영화관이나 쇼핑몰이 생각나네요.,기본,0
옆에 있어서 피곤하겠어요.,기본,0
예민한가봐요.,기본,0
예의는 지켜주세요.,기본,0
오늘 강추위래요.,기본,0
오늘 미세먼지가 많데요.,기본,0
오늘 택배기사님들 쉬는 날이에요.,기본,0
오늘 회사 가기 싫은가봐요.,기본,0
오래 쓰셨나 봐요.,기본,0
오래 아파할수록 손해예요.,기본,1
옥상 추워요 내려오세요.,기본,1
올려달라고 말해보세요.,기본,0
왜 늦는 건지 대화해보세요.,기본,0
외로우니까 사람이다.,기본,0
외로움이 더 커지기 전에 괜찮아졌으면 좋겠어요.,기본,1
요즘 뜨는 거 같아요.,기본,0
요즘 많이 힘드신가봐요.,기본,0
요즘 바쁜가봐요.,기본,0
요즘 예민한가봐요.,기본,0
요즘 피곤하신가봐요.,기본,0
요즘 하우스웨딩이 추세더라구요.,기본,0
욕심에 따라 천지 차이일 거예요.,기본,0
욕심의 한계에 따라 달라질 거예요.,기본,0
용서를 구하세요.,기본,0
우리 마음도 젖어가요.,기본,1
우리는 참 많이 모르고 살죠.,기본,1
우리는 태어날 때부터 늙어가고 있어요.,기본,0
우산 들고 나가세요.,기본,0
우산 준비하세요.,기본,0
우산 챙기세요.,기본,0
우선 관련 서적을 읽어보세요.,기본,0
우울한 이유에 대해 생각해보세요.,기본,0
운동할 때 조심하세요.,기본,0
울어도 괜찮아요.,기본,1
울어도 돼요.,기본,0
원래 못하면 하고 싶어지죠.,기본,0
원래 이별은 힘든 거예요.,기본,1
원하는 게 점점 많아지는 세상이에요.,기본,0
원하는 꼰대가 있죠.,기본,0
위를 좀 쉬게 해주세요.,기본,0
유유상종이네요.,기본,0
으흠.,기본,1
은근 티를 내보세요.,기본,0
음,기본,0
음~ 곰곰히 생각해보세요.,기본,0
음식을 시켜보세요.,기본,0
의욕이 없나 봐요.,기본,0
이거 정말 큰일이네요.,기본,0
이런 말을 하면서 당신이 아프지 않았으면 좋겠어요.,기본,1
이런.,기본,1
이럴 때 잘 쉬는 게 중요해요.,기본,0
이렇게 고민하게 만들려고 그랬나 봐요.,기본,0
이렇게 힘들 줄 몰랐지요.,기본,1
이미 남이에요.,기본,0
이번 달 난방비가 많이 나오겠네요.,기본,0
이번에는 어쩔 수 없어요.,기본,0
이별 직후엔 그럴 수 있어요.,기본,1
이별에도 준비가 필요하지요.,기본,1
이별은 상처를 남기고 가니까요.,기본,1
이불 밖은 위험하죠.,기본,0
이쁜 마스크 사드리고 싶네요.,기본,0
이야기를 하지 않고 결정했나 봐요.,기본,0
이야기를 해보세요.,기본,0
이웃으로부터 고통받고 있나 봐요.,기본,0
이유가 있을 거예요.,기본,0
이유가 있지 않을까요.,기본,0
이제 그만 놓아주세요.,기본,1
이제 그만 잊으세요.,기본,1
이제 남이라는 걸 잊지 마세요.,기본,0
이제 내려올 때가 됐어요.,기본,0
이제 청소 시작.,기본,0
이제는 받아들여야 할 때예요.,기본,1
이제라도 더 조심하세요.,기본,0
이젠 마음의 결정을 내릴 때예요.,기본,1
이직을 생각해보세요.,기본,0
이참에 떠나보세요.,기본,1
이혼이 아니라 다행입니다.,기본,0
익숙함이 무서운 것 처럼요.,기본,1
익숙해지는데는 시간이 걸려요.,기본,1
익숙해질 거예요.,기본,1
인간 관계가 제일 힘든 거 같아요.,기본,0
인간 관계도 정리가 필요해요.,기본,0
인고의 시간이 있었을거라 생각해요.,기본,1
인고의 시간이 필요했을 거예요.,기본,1
인공눈물을 넣어보세요.,기본,0
인내의 시간이 필요할 거예요.,기본,0
인생은 예측하기 힘들어요.,기본,1
인생은 욕망이지 의미가 아니에요.,기본,0
인생은 항상 마음 먹은 대로 되지 않아요.,기본,0
인터넷 검색 해보세요.,기본,0
인형 뽑기 어려워요.,기본,0
일 못하는 사람이 있으면 옆에 있는 사람이 더 힘들죠.,기본,0
일 분배를 다시 요청해보세요.,기본,0
일기예보 확인해보세요.,기본,0
일방적 희생양이 되지 않길 바랍니다.,기본,0
일부러 부추기면 가끔 안 좋은 결과가 나오기도 해요.,기본,0
일상을 침해당하기 때문이죠.,기본,0
일을 몰라서 그런가봐요.,기본,0
일이라도 해보세요.,기본,0
일찍 주무세요.,기본,0
일하는 시간은 길죠.,기본,0
일해요.,기본,0
입을 닫고 듣는 연습을 해보세요.,기본,0
입을 헹궈보세요.,기본,0
잇몸약 챙겨드시거나 치과 가보세요.,기본,0
잊게 될 거예요.,기본,1
잊기 힘든 순간들이었죠.,기본,1
잊어버리세요.,기본,0
잊을 수 있을 거예요.,기본,1
자괴감에서 이제 빠져나오세요.,기본,1
자기도 모르는 게 마음이에요.,기본,1
자기도 알고 있을 거예요.,기본,0
자랑하는 자리니까요.,기본,0
자세가 불편한 건 아닌지 확인해보세요.,기본,0
자신만의 시간이 필요한가봐요.,기본,0
자신에게 돌아가는 시간이 힘들겠네요.,기본,1
자신에게 물어보세요.,기본,1
자신에게 시간을 더 주세요.,기본,1
자신에게 좀 더 여유로워지세요.,기본,1
자신에게 하는 말인가요.,기본,1
자신으로 향하지 않길 바랄게요.,기본,1
자신을 가장 잘 모르고 살아요.,기본,1
자신의 능력이 저평가되어있는 건 아닌지 확인해보세요.,기본,0
잘 때 다른 생각을 하고 주무세요.,기본,1
잘 맞춰가는 사람이 있는 거겠죠.,기본,2
잘 모르고 있을 수도 있어요.,기본,0
잘 버리는 것도 중요해요.,기본,0
잘 생각해보세요.,기본,0
잘 알고 들어도 좋을 것 같아요.,기본,0
잘 알아보고 사세요.,기본,0
잘 찾아보세요.,기본,0
잘못 주무셨나 봐요.,기본,0
잘못된 방법을 하고 있는 건 아닌지 살펴보세요.,기본,0
잘지내는지 안부를 물어봐요.,기본,0
잘해야 한다는 부담감을 버리세요.,기본,0
잠깐 눈을 감고 차분하게 받아들여요.,기본,1
잠깐 바람 쐬고 오세요.,기본,0
잠깐 시원한 바람좀 쐬고 오세요.,기본,0
잠깐 주무세요.,기본,0
잠깐 핸드폰 게임 하시면 올거예요.,기본,0
잠깐 핸드폰을 내려두세요.,기본,0
잠시 거리를 두고 생각해보세요.,기본,0
잠시 지쳤을 뿐이에요.,기본,1
잠시 차분하게 생각해봐요.,기본,1
"장갑 하나 사셔야겠어요,",기본,0
장갑을 끼세요.,기본,0
장거리 연애 힘들겠죠.,기본,0
장단점을 분석해보세요.,기본,0
장이 예민한가봐요.,기본,0
재미 있는 종목을 찾아보세요.,기본,0
쟁여둔 게 없는지 확인해보세요.,기본,0
저런.,기본,1
적당히 드세요.,기본,0
적당히 차면 분리 수거해서 버려 주세요.,기본,0
적당히 차면 잘 버려 주세요.,기본,0
적성에 맞는 사람이 있죠.,기본,0
전공에 관심이 많은가봐요.,기본,0
전형적인 꼰대 스타일이네요.,기본,0
전화 끊어버리세요.,기본,0
전화 해보세요.,기본,0
전화해보세요.,기본,0
점점 치열해지는 것 같아요.,기본,0
정글에서 먹어야 하나 봐요.,기본,0
정리가 필요하겠네요.,기본,0
정리해보세요.,기본,0
정말 볼 수 없겠네요.,기본,1
정말 추운 날이에요.,기본,1
정말 특이한 사람 많죠.,기본,0
정말 힘들 줄 몰랐겠죠.,기본,1
정색 한 번 해주세요.,기본,0
정신 노동을 했나 봐요.,기본,0
정신과에서 상담치료 받는거 꺼리지 말고 너무 힘들면 시작하세요.,기본,1
정신없이 바쁜가봐요.,기본,0
정신이 힘든 건지 몸이 아픈 건지 확인해 보세요.,기본,0
정확하게 말씀해 주세요.,기본,0
제가 아직 많이 부족합니다.,기본,0
제가 알면 제가 먼저 했을 거예요.,기본,0
제습기를 돌려보세요.,기본,0
조금 기다리면 풀릴 거예요,기본,0
조금 더 생각해 보세요.,기본,0
조금 더 일찍 잠을 자보세요.,기본,0
조금만 기다리면 다시 전기가 들어올거예요.,기본,0
조금만 드세요,기본,0
조금만 아팠으면 좋겠어요.,기본,1
조금만 짐을 덜어보세요.,기본,1
조금씩 갚아나가세요.,기본,0
조심하세요.,기본,0
조심해야해요.,기본,0
조심히 오세요.,기본,0
졸린가봐요.,기본,0
좀 그렇긴 하죠.,기본,0
좀 깨요.,기본,0
좀 더 알아보고 하세요.,기본,0
좀 더 일찍 잠자리에 들어보세요.,기본,0
좀 비싸요.,기본,0
좀 쉬세요.,기본,0
좀 참는 건 어떨까요.,기본,1
종교 문제가 힘들죠.,기본,1
종교의 자유가 있죠,기본,0
종아리 지압을 해보세요.,기본,0
좋아요.,기본,2
좋으면서 복잡하겠어요.,기본,2
주룩주룩.,기본,1
주변 사람들에게 부탁해보세요.,기본,2
주변에서 우산을 빌려보세요.,기본,0
주소 알려주세요.,기본,0
중간 중간에 눈을 쉬어주세요.,기본,0
중고서점에서 팔아보세요.,기본,0
중독에서 벗어나세요.,기본,0
중요한 것들을 백업해놓으세요.,기본,0
중요한 날에만 가리세요.,기본,0
증명자료를 가지고 손해배상을 청구하세요.,기본,0
지금 많이 위축된 상태인 것 같습니다.,기본,0
지금 확인해보세요.,기본,0
지금도 그러고 있어요.,기본,0
지난 계절 옷을 잘 정리해 보세요.,기본,0
지도 어플을 실행해보세요.,기본,0
지독한 변명의 연속.,기본,1
지름신이 강림했나 봅니다.,기본,0
지압이나 운동해보세요.,기본,0
직접 말해보세요.,기본,1
직접 물어보세요.,기본,1
직접 여쭤보세요.,기본,0
진정하세요.,기본,0
진짜 잊으세요.,기본,1
진통제 드세요.,기본,0
진통제 한 알 먹어보세요.,기본,1
짐 빼놓지 말고 싸세요.,기본,0
집에 있거나 나가면 마스크 쓰고 나가세요.,기본,0
째깍째깍.,기본,0
쪼잔하네요.,기본,0
차단 어플 사용해보세요.,기본,0
차분하게 정리할 시간이 필요해요.,기본,1
차분히 생각해보세요. 사랑은 소유가 아니에요.,기본,1
차분히 생각해봐요.,기본,1
차용증 썼길 바랍니다.,기본,0
찬물 샤워를 해보세요.,기본,0
참 귀찮은 일이죠.,기본,0
채널을 돌려보세요.,기본,0
책을 많이 읽어보세요.,기본,0
책임질 수 있을 때 키워 보세요.,기본,0
챙겨 드세요.,기본,0
챙겨주고 싶나 봐요.,기본,0
천천히 말해달라고 부탁해보세요.,기본,0
천천히 생각해보세요.,기본,1
청소기를 돌려보세요.,기본,0
청소는 습관이에요,기본,0
청소하세요.,기본,0
초기화 해보세요.,기본,0
추억도 시간도 지나가요.,기본,1
추억은 미화되기 마련이죠.,기본,1
충전기를 찾아보세요.,기본,0
충전하고 만나요.,기본,0
충전할 곳을 찾아보세요.,기본,0
치과에 가보세요.,기본,0
친구가 들으면 서운해 할 수도 있겠어요.,기본,0
친구가 따라오게 해보세요.,기본,0
친구가 예민해서 잘 못 챙겼나 봐요.,기본,0
친구로서와 이성으로서 보는 눈이 달랐나 봐요.,기본,0
친구한테 의지하지 말고 자신이 해보세요.,기본,0
카페라도 가서 쉬다 오면 어떨까요,기본,0
카페인이 필요한 시간인가 봐요.,기본,0
커플부터 만드세요.,기본,0
커피 한잔 마시며 기다려보세요.,기본,0
컨디션 조절 하세요.,기본,0
컨디션 조절은 정말 중요해요.,기본,0
코 감기일 수도 있어요.,기본,0
코가 간질간질한가봐요.,기본,0
콕 집어서 물어보세요.,기본,0
크게 숨한 번 쉬어 보세요,기본,0
킁킁,기본,0
타인의 기대로부터 자유로워지세요.,기본,0
타임머신이 생길 때까지 기다려봐요.,기본,0
탈모 관리 해보세요.,기본,0
태연하게 기다릴 수 없겠네요.,기본,1
태연하게 시작해보세요.,기본,1
판단은 당신 몫이에요.,기본,0
포맷해보세요.,기본,0
포커페이스를 유지해보세요.,기본,0
피곤한가봐요.,기본,0
피곤한건 아닌지 살펴보세요.,기본,0
피곤했나 봐요.,기본,0
피로를 풀어야 할 것 같아요.,기본,0
피부 생각하셔야죠!,기본,0
피할 수 있으면 피하세요.,기본,0
피해를 안 준다면 무시하세요.,기본,0
필요없는 어플은 삭제해보세요.,기본,0
필요한 게 어떤건지 물어보세요.,기본,0
하고 안하고는 집주인 마음이죠.,기본,0
하나 바꾸는 게 힘들지요.,기본,1
하는 사람은 하더라고요,기본,0
하루가 또 가네요.,기본,0
하아,기본,1
한 번 말해보세요.,기본,1
한 숨 주무세요.,기본,0
한 시간 먼저 일어나보세요.,기본,0
한없이 사랑한 사람이었나 봐요.,기본,1
한창 잠이 많을 때죠.,기본,0
한창 클 때죠.,기본,0
할 일이 많은데 안하는 것이요.,기본,0
할인점에서 사먹으세요.,기본,0
항상 못해본 건 궁금하더라고요.,기본,0
항상 조심하세요.,기본,0
항상 지나고 나서 깨닫게 되는 것 같아요.,기본,1
항상 청결하게 관리하세요.,기본,0
핸드폰은 핸드폰 가게에서 바꾸세요.,기본,0
허례허식이에요.,기본,0
헛헛하죠.,기본,1
헤어 디자이너에게 여쭤보세요.,기본,0
현관문 살펴보세요.,기본,0
현금영수증은 꼭 발급받으세요.,기본,0
현실의 벽에 부딪혔나 봐요.,기본,0
형편대로 하세요.,기본,0
혹시 전화를 한 건 아니길 바랍니다.,기본,1
혼자 사는 것보다 불편하겠죠.,기본,1
혼자 준비하기는 조금 벅찰텐데요.,기본,0
혼자는 외로운 계절이죠.,기본,2
화장실 가세요.,기본,0
화장실 갈 때 연락하라고 해봐요.,기본,0
화장하는 시간이 줄어들 거예요.,기본,0
확신이 없나 봐요.,기본,0
확실해지면 이야기해도 늦지 않아요.,기본,0
확인해달라고 해보세요.,기본,0
환승은 거절0분 안에,기본,0
황당하네요.,기본,1
회사에서 꼼수를 쓰는 건 아닌지 확인해보세요.,기본,0
회원정보 찾기를 해보세요.,기본,0
후회 없는 사랑을 하셨군요.,기본,1
후회하고 있나요.,기본,1
"후회, 상상, 자책 모두 멈출 때가 됐어요.",기본,1
후회하는 것 보단 낫겠네요.,기본,1
후회하진 않을까 모르겠어요.,기본,1
후회해도 늦었어요.,기본,0
휴가를 붙여보세요.,기본,0
흔들리나요.,기본,1
힘 빠지는 이야기네요.,기본,0
힘껏 밀어보세요.,기본,0
